NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT02837237,"Safety, Tolerability, and Pharmacokinetics of KBP-5074 Following Oral Administration in Chronic Kidney Disease","A Phase 1, Open-Label Study in Hemodialysis and Non-Hemodialysis Patients With Severe Chronic Kidney Disease to Evaluate the Safety, Tolerability, and Pharmacokinetics of KBP-5074 Following Oral Administration",COMPLETED,Chronic Kidney Disease,Drug: KBP-5074,2016-07-19,2024-03-15,PHASE1,INTERVENTIONAL,ALL,18 Years,75 Years
NCT04459715,"A Study of Xevinapant (Debio 1143) in Combination With Platinum-Based Chemotherapy and Standard Fractionation Intensity-Modulated Radiotherapy in Participants With Locally Advanced Squamous Cell Carcinoma of the Head and Neck, Suitable for Definitive Chemoradiotherapy (TrilynX)","A Randomized, Double-Blind Placebo-Controlled, Phase 3 Study of Debio 1143 in Combination With Platinum-Based Chemotherapy and Standard Fractionation Intensity-Modulated Radiotherapy in Patients With Locally Advanced Squamous Cell Carcinoma of the Head and Neck, Suitable for Definitive Chemoradiotherapy (TrilynX)",ACTIVE_NOT_RECRUITING,Squamous Cell Carcinoma of the Head and Neck,Drug: Xevinapant (Debio 1143)|Drug: Cisplatin,2020-07-07,2024-06-13,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT00103285,Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Acute Lymphoblastic Leukemia,Standard Risk B-precursor Acute Lymphoblastic Leukemia (ALL),COMPLETED,Acute Lymphoblastic Leukemia|Childhood B Acute Lymphoblastic Leukemia,Drug: Cytarabine|Drug: Cyclophosphamide|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy,2005-02-08,2021-06-14,PHASE3,INTERVENTIONAL,ALL,1 Year,9 Years
NCT03959085,"Inotuzumab Ozogamicin and Post-Induction Chemotherapy in Treating Patients With High-Risk B-ALL, Mixed Phenotype Acute Leukemia, and B-LLy","A Phase 3 Randomized Trial of Inotuzumab Ozogamicin (NSC#: 772518) for Newly Diagnosed High-Risk B-ALL; Risk-Adapted Post-Induction Therapy for High-Risk B-ALL, Mixed Phenotype Acute Leukemia, and Disseminated B-LLy",RECRUITING,B Acute Lymphoblastic Leukemia|B Lymphoblastic Lymphoma|Central Nervous System Leukemia|Mixed Phenotype Acute Leukemia|Testicular Leukemia,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2019-05-22,2024-09-23,PHASE3,INTERVENTIONAL,ALL,1 Year,25 Years
NCT04342637,COVID-19 Endoscopy Survey,Gastrointestinal Endoscopy in the Era of COVID-19: a Multinational Survey,COMPLETED,COVID-19,Other: Practice details,2020-04-13,2020-05-20,,OBSERVATIONAL,ALL,30 Years,70 Years
NCT03228537,"Atezolizumab, Pemetrexed Disodium, Cisplatin, and Surgery With or Without Radiation Therapy in Treating Patients With Stage I-III Pleural Malignant Mesothelioma",A Feasibility Trial of Neoadjuvant Cisplatin-Pemetrexed With Atezolizumab in Combination and in Maintenance for Resectable Malignant Pleural Mesothelioma,ACTIVE_NOT_RECRUITING,Biphasic Mesothelioma|Epithelioid Mesothelioma|Stage I Pleural Malignant Mesothelioma AJCC v7|Stage IA Pleural Malignant Mesothelioma AJCC v7|Stage IB Pleural Malignant Mesothelioma AJCC v7|Stage II Pleural Malignant Mesothelioma AJCC v7|Stage III Pleural Malignant Mesothelioma AJCC v7,Drug: Atezolizumab,2017-07-25,2024-07-26,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT04340115,Study To Assess Frequency Of Serious Infections In Clinical Practice In Japan For Adult Participants With Rheumatoid Arthritis Receiving Oral RINVOQ Tablets,Special Drug Use - Results Survey Of Evaluating Safety And Effectiveness Of RINVOQ In Patients With Rheumatoid Arthritis,RECRUITING,Rheumatoid Arthritis (RA),,2020-04-09,2024-08-19,,OBSERVATIONAL,ALL,15 Years,
NCT01272037,"Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer","A Phase III, Randomized Clinical Trial of Standard Adjuvant Endocrine Therapy +/- Chemotherapy in Patients With 1-3 Positive Nodes, Hormone Receptor-Positive and HER2-Negative Breast Cancer With Recurrence Score (RS) of 25 or Less. RxPONDER: A Clinical Trial Rx for Positive Node, Endocrine Responsive Breast Cancer",ACTIVE_NOT_RECRUITING,Breast Ductal Carcinoma In Situ|Invasive Breast Carcinoma|Multicentric Breast Carcinoma|Multifocal Breast Carcinoma|Synchronous Bilateral Breast Carcinoma,Drug: Anastrozole|Drug: Anastrozole,2011-01-07,2024-09-26,PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT00072709,Study Evaluating TCH346 and Placebo Administered Once Daily in Patients With Amyotrophic Lateral Sclerosis (ALS),"A Randomized, Double-Blind, Placebo-Controlled, Stratified, Parallel-Group, Multicenter, Dose-Ranging Study Evaluating Four Oral Doses of TCH346 (1.0, 2.5, 7.5 and 15 mg) Administered Once Daily in Patients With Amyotrophic Lateral Sclerosis",COMPLETED,Amyotrophic Lateral Sclerosis,,2003-11-11,2011-11-24,PHASE2,INTERVENTIONAL,ALL,21 Years,80 Years
NCT02003209,"Docetaxel, Carboplatin, Trastuzumab, and Pertuzumab With or Without Estrogen Deprivation in Treating Patients With Hormone Receptor-Positive, HER2-Positive Operable or Locally Advanced Breast Cancer","A Randomized Phase III Trial Evaluating Pathologic Complete Response Rates in Patients With Hormone Receptor-Positive, HER2-Positive, Large Operable and Locally Advanced Breast Cancer Treated With Neoadjuvant Therapy of Docetaxel, Carboplatin, Trastuzumab, and Pertuzumab (TCHP) With or Without Estrogen Deprivation",ACTIVE_NOT_RECRUITING,HER2-Positive Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma|Stage IB Breast Cancer AJCC v7|Stage IIA Breast Cancer AJCC v6 and v7|Stage IIB Breast Cancer AJCC v6 and v7|Stage IIIA Breast Cancer AJCC v7|Stage IIIB Breast Cancer AJCC v7|Stage IIIC Breast Cancer AJCC v7,Drug: Carboplatin|Drug: Aromatase Inhibition Therapy,2013-12-06,2024-09-26,PHASE3,INTERVENTIONAL,FEMALE,18 Years,
NCT05794906,A Study to Compare Darolutamide Given With Androgen Deprivation Therapy (ADT) With ADT in Men With Hormone Sensitive Prostate Cancer and Raise of Prostate Specific Antigen (PSA) Levels After Local Therapies,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study of Darolutamide Plus Androgen Deprivation Therapy (ADT) Compared With Placebo Plus ADT in Patients With High-risk Biochemical Recurrence (BCR) of Prostate Cancer",RECRUITING,Biochemically Recurrent Prostate Cancer,"Drug: Darolutamide (BAY1841788, Nubeqa)|Other: Placebo matching darolutamide",2023-04-03,2024-09-19,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT06118099,Proof-of-concept Study Evaluating Subcutaneous Amlitelimab in Adult Participants With Moderate to Severe Hidradenitis Suppurativa,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Parallel Group, Proof-of-concept Study Assessing the Efficacy and Safety of Amlitelimab in Adult Participants With Moderate to Severe Hidradenitis Suppurativa",RECRUITING,Hidradenitis,Drug: Amlitelimab|Drug: Placebo,2023-11-07,2024-09-19,PHASE2,INTERVENTIONAL,ALL,18 Years,70 Years
NCT04546399,A Study to Compare Blinatumomab Alone to Blinatumomab With Nivolumab in Patients Diagnosed With First Relapse B-Cell Acute Lymphoblastic Leukemia (B-ALL),"A Phase 2 Study of Blinatumomab (NSC# 765986) in Combination With Nivolumab (NSC # 748726), a Checkpoint Inhibitor of PD-1, in B-ALL Patients Aged >/= 1 to < 31 Years Old With First Relapse",SUSPENDED,Down Syndrome|Recurrent B Acute Lymphoblastic Leukemia,Biological: Blinatumomab|Biological: Blinatumomab|Biological: Blinatumomab|Biological: Blinatumomab|Biological: Blinatumomab|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy,2020-09-14,2024-09-24,PHASE2,INTERVENTIONAL,ALL,1 Year,30 Years
NCT02324400,Pilot Study for the Evaluation of the Safety and Performance of the RenaSense System in Hospitalized Acute Decompensated Heart Failure Patients,,UNKNOWN,"Heart Decompensation|Heart Failure, Congestive|Renal Insufficiency",Device: RenaSense Stimulation|Device: RenaSense Sham Control,2014-12-24,2014-12-24,PHASE1|PHASE2,INTERVENTIONAL,FEMALE,18 Years,85 Years
NCT00588770,Chemotherapy With or Without Bevacizumab in Treating Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,A Phase III Randomized Trial of Chemotherapy With or Without Bevacizumab in Patients With Recurrent or Metastatic Head and Neck Cancer,ACTIVE_NOT_RECRUITING,Neck Squamous Cell Carcinoma of Unknown Primary|Recurrent Hypopharyngeal Squamous Cell Carcinoma|Recurrent Laryngeal Squamous Cell Carcinoma|Recurrent Laryngeal Verrucous Carcinoma|Recurrent Lip and Oral Cavity Squamous Cell Carcinoma|Recurrent Neck Squamous Cell Carcinoma of Unknown Primary|Recurrent Oral Cavity Verrucous Carcinoma|Recurrent Oropharyngeal Squamous Cell Carcinoma|Recurrent Salivary Gland Carcinoma|Recurrent Sinonasal Squamous Cell Carcinoma|Salivary Gland Squamous Cell Carcinoma|Stage IV Hypopharyngeal Squamous Cell Carcinoma AJCC v7|Stage IV Major Salivary Gland Cancer AJCC v7|Stage IVA Laryngeal Squamous Cell Carcinoma AJCC v7|Stage IVA Laryngeal Verrucous Carcinoma AJCC v7|Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7|Stage IVA Major Salivary Gland Cancer AJCC v7|Stage IVA Oral Cavity Cancer AJCC v6 and v7|Stage IVA Oropharyngeal Squamous Cell Carcinoma AJCC v7|Stage IVA Sinonasal Squamous Cell Carcinoma AJCC v7|Stage IVB Laryngeal Squamous Cell Carcinoma AJCC v7|Stage IVB Laryngeal Verrucous Carcinoma AJCC v7|Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7|Stage IVB Major Salivary Gland Cancer AJCC v7|Stage IVB Oral Cavity Cancer AJCC v6 and v7|Stage IVB Oropharyngeal Squamous Cell Carcinoma AJCC v7|Stage IVB Sinonasal Squamous Cell Carcinoma AJCC v7|Stage IVC Laryngeal Squamous Cell Carcinoma AJCC v7|Stage IVC Laryngeal Verrucous Carcinoma AJCC v7|Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7|Stage IVC Major Salivary Gland Cancer AJCC v7|Stage IVC Oral Cavity Cancer AJCC v6 and v7|Stage IVC Oropharyngeal Squamous Cell Carcinoma AJCC v7|Stage IVC Sinonasal Squamous Cell Carcinoma AJCC v7|Tongue Carcinoma,Drug: Cisplatin|Biological: Bevacizumab|Drug: Carboplatin|Biological: Bevacizumab|Drug: Cisplatin|Biological: Bevacizumab|Drug: Carboplatin|Biological: Bevacizumab,2008-01-09,2024-09-27,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04137107,Duloxetine to Prevent Oxaliplatin-Induced Peripheral Neuropathy in Patients With Stage II-III Colorectal Cancer,"Duloxetine to Prevent Oxaliplatin-Induced Chemotherapy-Induced Peripheral Neuropathy: A Randomized, Double-Blind, Placebo-Controlled Phase II to Phase III Study",ACTIVE_NOT_RECRUITING,Stage II Colorectal Cancer AJCC v8|Stage III Colorectal Cancer AJCC v8,Drug: Oxaliplatin|Drug: Oxaliplatin|Drug: Oxaliplatin|Drug: Oxaliplatin|Drug: Oxaliplatin,2019-10-23,2024-07-31,PHASE2|PHASE3,INTERVENTIONAL,ALL,25 Years,
NCT02601209,Sapanisertib or Pazopanib Hydrochloride in Treating Patients With Locally Advanced or Metastatic Sarcoma,A Phase I/Randomized Phase II Study of MLN0128 (TAK-228) VS. Pazopanib in Patients With Locally Advanced/Unresectable and/or Metastatic Sarcoma,TERMINATED,High Grade Sarcoma|Metastatic Leiomyosarcoma|Metastatic Malignant Peripheral Nerve Sheath Tumor|Metastatic Synovial Sarcoma|Metastatic Undifferentiated Pleomorphic Sarcoma|Metastatic Unresectable Sarcoma|Myxofibrosarcoma|Recurrent Leiomyosarcoma|Recurrent Malignant Peripheral Nerve Sheath Tumor|Recurrent Synovial Sarcoma|Recurrent Undifferentiated Pleomorphic Sarcoma|Stage III Uterine Corpus Leiomyosarcoma AJCC v8|Stage IIIA Uterine Corpus Leiomyosarcoma AJCC v8|Stage IIIB Uterine Corpus Leiomyosarcoma AJCC v8|Stage IIIC Uterine Corpus Leiomyosarcoma AJCC v8|Stage IV Uterine Corpus Leiomyosarcoma AJCC v8|Stage IVA Uterine Corpus Leiomyosarcoma AJCC v8|Stage IVB Uterine Corpus Leiomyosarcoma AJCC v8|Unresectable Leiomyosarcoma,Drug: Sapanisertib|Drug: Pazopanib,2015-11-10,2022-08-23,PHASE1|PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04251052,A Study to Compare Two Surgical Procedures in Individuals With BRCA1 Mutations to Assess Reduced Risk of Ovarian Cancer,A Non-Randomized Prospective Clinical Trial Comparing the Non-Inferiority of Salpingectomy to Salpingo-oophorectomy to Reduce the Risk of Ovarian Cancer Among BRCA1 Carriers [SOROCk],RECRUITING,Ovarian Carcinoma,Procedure: Bilateral Salpingectomy|Procedure: Bilateral Salpingectomy with Oophorectomy,2020-01-31,2024-09-19,NA,INTERVENTIONAL,FEMALE,35 Years,50 Years
NCT05832151,A Study to Evaluate the Efficacy and Safety of CIN-102 (Deudomperidone) in Adults With Diabetic Gastroparesis,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy and Safety of CIN-102 (Deudomperidone) in Adult Subjects With Diabetic Gastroparesis",RECRUITING,Diabetic Gastroparesis,Drug: CIN-102 Dose 1|Drug: CIN-102 Dose 2|Drug: Placebo,2023-04-27,2024-09-05,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT02101853,Blinatumomab in Treating Younger Patients With Relapsed B-cell Acute Lymphoblastic Leukemia,Risk-Stratified Randomized Phase III Testing of Blinatumomab (NSC#765986) in First Relapse of Childhood B-Lymphoblastic Leukemia (B-ALL),ACTIVE_NOT_RECRUITING,Recurrent B Acute Lymphoblastic Leukemia,Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Asparaginase|Biological: Blinatumomab,2014-04-02,2024-07-24,PHASE3,INTERVENTIONAL,ALL,1 Year,31 Years
NCT04486053,Long-term Results of Pediatric Flexor Tendon Injuries,Effect of Hand Dominance on Functional Outcomes in Pediatric Patients With Flexor Tendon Injuries,COMPLETED,Hand Injuries|Flexor Tendon Injury,Other: Screening,2020-07-24,2021-03-17,,OBSERVATIONAL,ALL,6 Years,18 Years
NCT00008554,Comparison of GW433908 and Nelfinavir in HIV Patients Who Have Not Had Antiretroviral Therapy,"A Phase III, Randomised, Multicenter, Parallel, Open-Label Study to Compare the Efficacy, Safety, and Tolerability of GW433908 (1400 Mg Bid) and Nelfinavir (1250 Mg Bid) Over 48 Weeks in Antiretroviral Therapy Naive HIV-1 Infected Adults",UNKNOWN,HIV Infections,,2001-08-31,2005-06-24,PHASE3,INTERVENTIONAL,ALL,13 Years,
NCT04392154,Long-term Safety and Efficacy Study of Lebrikizumab (LY3650150) in Participants With Moderate-to-Severe Atopic Dermatitis (ADjoin),A Long-term Study to Assess the Safety and Efficacy of Lebrikizumab in Patients With Moderate-to-Severe Atopic Dermatitis (ADjoin),ACTIVE_NOT_RECRUITING,Atopic Dermatitis,Biological: Lebrikizumab|Biological: Lebrikizumab|Biological: Lebrikizumab|Biological: Lebrikizumab|Biological: Lebrikizumab|Biological: Lebrikizumab|Biological: Lebrikizumab,2020-05-18,2024-09-05,PHASE3,INTERVENTIONAL,ALL,12 Years,
NCT05739383,A Study of Inclisiran to Prevent Cardiovascular Events in High-risk Primary Prevention Patients.,"A Randomized, Double-blind, Placebo-controlled Multicenter Study to Evaluate the Effect of Inclisiran on Preventing Major Adverse Cardiovascular Events in High-risk Primary Prevention Patients (VICTORION-1 PREVENT)",RECRUITING,Primary Prevention of Atherosclerotic Cardiovascular Disease,Drug: Inclisiran sodium 300 mg (equivalent to 284 mg inclisiran) in 1.5 mL|Drug: Placebo in 1.5ml,2023-02-22,2024-08-06,PHASE3,INTERVENTIONAL,ALL,40 Years,79 Years
NCT04283097,"Safety, Tolerability and Pharmacokinetics Study of KPG-818 in Hematological Malignancies Subjects","A Phase 1, Multicenter, Open-label, Multiple-ascending Dose Study to Evaluate the Safety, Pharmacokinetics and Clinical Activity of KPG-818 in Subjects With Hematological Malignancies",RECRUITING,Hematological Malignancies,Drug: KPG-818,2020-02-25,2024-03-29,PHASE1,INTERVENTIONAL,ALL,18 Years,
NCT00408005,Combination Chemotherapy in Treating Young Patients With Newly Diagnosed T-Cell Acute Lymphoblastic Leukemia or T-cell Lymphoblastic Lymphoma,"Intensified Methotrexate, Nelarabine (Compound 506U78) and Augmented BFM Therapy for Children and Young Adults With Newly Diagnosed T-cell Acute Lymphoblastic Leukemia (ALL) or T-cell Lymphoblastic Lymphoma",ACTIVE_NOT_RECRUITING,T Acute Lymphoblastic Leukemia|T Lymphoblastic Lymphoma,Drug: Cytarabine|Drug: Cyclophosphamide|Drug: Cyclophosphamide|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Drug: Leucovorin Calcium|Drug: Cyclophosphamide|Drug: Cyclophosphamide|Drug: Asparaginase|Drug: Mercaptopurine|Drug: Cyclophosphamide|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Drug: Methotrexate|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Drug: Mercaptopurine,2006-12-05,2024-08-06,PHASE3,INTERVENTIONAL,ALL,1 Year,30 Years
NCT00959283,Study of Blood Samples From Newborns With Down Syndrome,Biology Study of Transient Myeloproliferative Disorder (TMD) in Children With Down Syndrome (DS),COMPLETED,Myeloid Proliferations Associated With Down Syndrome,Other: Diagnostic Laboratory Biomarker Analysis,2009-08-14,2023-10-03,,OBSERVATIONAL,ALL,,90 Days
NCT02506153,"Physician/Patient Choice of Either High-Dose Recombinant Interferon Alfa-2B or Ipilimumab, Versus Pembrolizumab in Treating Patients With Stage III-IV High Risk Melanoma That Has Been Removed by Surgery",A Phase III Randomized Trial Comparing Physician/Patient Choice of Either High Dose Interferon or Ipilimumab to MK-3475 (Pembrolizumab) in Patients With High Risk Resected Melanoma,ACTIVE_NOT_RECRUITING,Clinical Stage III Cutaneous Melanoma AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Metastatic Cutaneous Melanoma|Metastatic Mucosal Melanoma|Metastatic Non-Cutaneous Melanoma|Non-Cutaneous Melanoma|Recurrent Cutaneous Melanoma|Recurrent Mucosal Melanoma|Recurrent Non-Cutaneous Melanoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2015-07-23,2024-09-25,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04242953,"Study to Determine Safety, Tolerability and Pharmacokinetics, of SCO-120 in Healthy Male and Post-menopausal Female Subjects","A Multipart Phase 1 Study to Determine Safety, Tolerability and Pharmacokinetics of SCO-120 in Healthy Male and Post-menopausal Female Subjects",COMPLETED,Healthy Volunteer Study,Drug: SCO-120|Drug: matching placebo,2020-01-27,2023-04-21,PHASE1,INTERVENTIONAL,ALL,18 Years,99 Years
NCT04533451,Testing the Effects of MK-3475 (Pembrolizumab) With or Without the Usual Chemotherapy Treatment for Patients 70 Years of Age and Older With Advanced Non-small Cell Lung Cancer,Older Non-Small Cell Lung Cancer Patients (>/= 70 Years of Age) Treated With First-Line MK-3475 (Pembrolizumab)+/- Chemotherapy (Oncologist's/Patient's Choice),ACTIVE_NOT_RECRUITING,Metastatic Lung Adenocarcinoma|Metastatic Lung Non-Small Cell Carcinoma|Recurrent Lung Adenocarcinoma|Recurrent Lung Non-Small Cell Carcinoma|Stage IV Lung Cancer AJCC v8|Stage IVA Lung Cancer AJCC v8|Stage IVB Lung Cancer AJCC v8,Drug: Pembrolizumab|Drug: Pembrolizumab,2020-08-31,2024-04-09,PHASE2,INTERVENTIONAL,ALL,70 Years,
NCT04698187,CMP-001 in Combination With Nivolumab in Subjects With Advanced Melanoma,"A Multicenter, Open-label, Phase 2 Study of Intratumoral CMP-001 in Combination With Intravenous Nivolumab in Subjects With Refractory Unresectable or Metastatic Melanoma",COMPLETED,Melanoma|Advanced Melanoma|Metastatic Melanoma|Unresectable Melanoma,Drug: CMP-001,2021-01-06,2024-02-23,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT01015833,Sorafenib Tosylate With or Without Doxorubicin Hydrochloride in Treating Patients With Locally Advanced or Metastatic Liver Cancer,Phase III Randomized Study of Sorafenib Plus Doxorubicin Versus Sorafenib in Patients With Advanced Hepatocellular Carcinoma (HCC),COMPLETED,Advanced Adult Hepatocellular Carcinoma|Recurrent Hepatocellular Carcinoma|Stage III Hepatocellular Carcinoma AJCC v7|Stage IIIA Hepatocellular Carcinoma AJCC v7|Stage IIIB Hepatocellular Carcinoma AJCC v7|Stage IIIC Hepatocellular Carcinoma AJCC v7|Stage IV Hepatocellular Carcinoma AJCC v7|Stage IVA Hepatocellular Carcinoma AJCC v7|Stage IVB Hepatocellular Carcinoma AJCC v7|Unresectable Hepatocellular Carcinoma,Drug: Doxorubicin Hydrochloride|Other: Laboratory Biomarker Analysis,2009-11-18,2022-08-04,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03150693,Inotuzumab Ozogamicin and Frontline Chemotherapy in Treating Young Adults With Newly Diagnosed B Acute Lymphoblastic Leukemia,A Phase III Trial to Evaluate the Efficacy of the Addition of Inotuzumab Ozogamicin (a Conjugated Anti-CD22 Monoclonal Antibody) to Frontline Therapy in Young Adults (Ages 18-39 Years) With Newly Diagnosed Precursor B-Cell ALL,SUSPENDED,B Acute Lymphoblastic Leukemia,Drug: Allopurinol|Drug: Allopurinol,2017-05-12,2024-08-02,PHASE3,INTERVENTIONAL,ALL,18 Years,39 Years
NCT04387656,"NCI COVID-19 in Cancer Patients, NCCAPS Study",NCI COVID-19 in Cancer Patients Study (NCCAPS): A Longitudinal Natural History Study,ACTIVE_NOT_RECRUITING,COVID-19 Infection|Hematopoietic and Lymphatic System Neoplasm|Malignant Solid Neoplasm|Metastatic Malignant Solid Neoplasm,Procedure: Biospecimen Collection,2020-05-14,2024-09-26,,OBSERVATIONAL,ALL,,
NCT05205356,VIGOR: Virtual Genome Center for Infant Health,VIGOR: Virtual Genome Center for Infant Health,RECRUITING,Genetics Disease|Genetics/Birth Defects|Genetic Predisposition to Disease,|,2022-01-25,2024-06-24,,OBSERVATIONAL,ALL,0 Days,99 Years
NCT05668637,Evaluation and Further Development of an Artificial Intelligence-based Algorithm for Clinical Decision Support,Retrospective Use of Patient Treatment Data for the Evaluation and Further Development of an Artificial Intelligence-based Algorithm for Clinical Decision Support in Invasive Mechanical Ventilation of Intensive Care Patients,RECRUITING,Invasive Mechanical Ventilation,,2022-12-30,2024-03-29,,OBSERVATIONAL,ALL,18 Years,
NCT01169337,Lenalidomide or Observation in Treating Patients With Asymptomatic High-Risk Smoldering Multiple Myeloma,Randomized Phase III Trial of Lenalidomide Versus Observation Alone in Patients With Asymptomatic High-Risk Smoldering Multiple Myeloma,ACTIVE_NOT_RECRUITING,Light Chain Deposition Disease|Smoldering Multiple Myeloma,Drug: Lenalidomide|Other: Clinical Observation,2010-07-26,2024-09-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04094688,Vitamin D3 With Chemotherapy and Bevacizumab in Treating Patients With Advanced or Metastatic Colorectal Cancer,Randomized Double-Blind Phase III Trial of Vitamin D3 Supplementation in Patients With Previously Untreated Metastatic Colorectal Cancer (SOLARIS),ACTIVE_NOT_RECRUITING,Colorectal Adenocarcinoma,Drug: Bevacizumab|Drug: Bevacizumab,2019-09-19,2024-02-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT04379609,Effects of Temporomandibular Disorder on Masticatory Efficiency,Masticatory Efficiency Before and After Muscle-Related Temporomandibular Disorder Treatment,COMPLETED,Temporomandibular Disorder,Other: Masticatory efficiency|Other: Masticatory efficiency,2020-05-07,2020-05-08,,OBSERVATIONAL,ALL,18 Years,
NCT02921256,"Veliparib, Pembrolizumab, and Combination Chemotherapy in Treating Patient With Locally Advanced Rectal Cancer",A Phase II Clinical Trial Platform of Sensitization Utilizing Total Neoadjuvant Therapy (TNT) in Rectal Cancer,COMPLETED,Rectal Adenocarcinoma|Stage II Rectal Cancer AJCC v7|Stage III Rectal Cancer AJCC v7,Drug: Capecitabine|Drug: Capecitabine|Drug: Capecitabine,2016-10-03,2024-04-24,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03563209,Assesment of Post-stroke Elbow Flexor Spasticity in Different Forearm Positions,Assesment of Post-stroke Elbow Flexor Spasticity in Response to Passive Stretch in Different Forearm Positions,COMPLETED,Post-stroke Elbow Spasticity,,2018-06-20,2019-05-22,,OBSERVATIONAL,ALL,18 Years,80 Years
NCT01368588,Androgen-Deprivation Therapy and Radiation Therapy in Treating Patients With Prostate Cancer,Androgen Deprivation Therapy and High Dose Radiotherapy With or Without Whole-Pelvic Radiotherapy in Unfavorable Intermediate or Favorable High Risk Prostate Cancer: A Phase III Randomized Trial,ACTIVE_NOT_RECRUITING,Prostate Cancer,Radiation: radiation therapy|Radiation: Whole-pelvic radiotherapy (WPRT),2011-06-08,2024-09-19,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT05622188,The Detection of Heat Stress by Assessing Individual Body Responses to Heat (Heat Strain) in Young and Healthy Non-athlete Participants,HEAT Stress Detection From Personally STandARdized Heat Strain Measurements - The HEATSTAR Pilot Trial,COMPLETED,Heat Stress,Other: Elevated ambient heat,2022-11-18,2023-02-13,,OBSERVATIONAL,ALL,18 Years,40 Years
NCT03907488,Immunotherapy (Nivolumab or Brentuximab Vedotin) Plus Combination Chemotherapy in Treating Patients With Newly Diagnosed Stage III-IV Classic Hodgkin Lymphoma,"A Phase III, Randomized Study of Nivolumab (Opdivo) Plus AVD or Brentuximab Vedotin (Adcetris) Plus AVD in Patients (Age &gt;/= 12 Years) With Newly Diagnosed Advanced Stage Classical Hodgkin Lymphoma",ACTIVE_NOT_RECRUITING,Ann Arbor Stage III Hodgkin Lymphoma|Ann Arbor Stage III Lymphocyte-Depleted Classic Hodgkin Lymphoma|Ann Arbor Stage III Mixed Cellularity Classic Hodgkin Lymphoma|Ann Arbor Stage III Nodular Sclerosis Classic Hodgkin Lymphoma|Ann Arbor Stage IV Hodgkin Lymphoma|Ann Arbor Stage IV Lymphocyte-Depleted Classic Hodgkin Lymphoma|Ann Arbor Stage IV Mixed Cellularity Classic Hodgkin Lymphoma|Ann Arbor Stage IV Nodular Sclerosis Classic Hodgkin Lymphoma|Classic Hodgkin Lymphoma|Lymphocyte-Rich Classic Hodgkin Lymphoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2019-04-09,2024-09-26,PHASE3,INTERVENTIONAL,ALL,12 Years,
